order_id,supplier_id,customer_id,sku,plant,order_date,promised_date,current_eta,ordered_qty,confirmed_qty,received_qty,on_hand,allocated,safety_stock,unit_price,contract_price,currency,customer_priority,supplier_risk,order_status,expected_exception
PO-10134,SUP-017,CUS-041,SKU-0080,LAX,2026-09-05,2026-09-21,2026-09-20,250,193,0,485,7,6,119.46,119.46,USD,STANDARD,LOW,OPEN,QUANTITY_SHORTFALL
PO-10135,SUP-007,CUS-027,SKU-0065,LAX,2026-08-13,2026-09-14,2026-09-14,60,60,0,265,4,11,113.44,103.81,USD,HIGH,HIGH,IN_TRANSIT,PRICE_MISMATCH
PO-10136,SUP-012,CUS-044,SKU-0034,LAX,2026-08-10,2026-09-20,,40,40,0,128,8,14,87.42,87.42,USD,STANDARD,MEDIUM,CONFIRMED,DATA_QUALITY
PO-10137,SUP-018,CUS-047,SKU-0036,ATL,2026-08-08,2026-09-17,2026-09-17,40,40,0,211,17,17,119.31,119.31,USD,CRITICAL,MEDIUM,OPEN,NO_EXCEPTION
PO-10138,SUP-003,CUS-023,SKU-0057,ATL,2026-09-06,2026-09-16,2026-09-13,60,60,0,139,6,13,229.63,229.63,USD,HIGH,LOW,OPEN,NO_EXCEPTION
PO-10139,SUP-017,CUS-015,SKU-0030,PHX,2026-08-24,2026-09-15,2026-09-15,150,150,0,280,10,20,19.78,19.78,USD,STANDARD,LOW,OPEN,NO_EXCEPTION
PO-10140,SUP-016,CUS-031,SKU-0026,ATL,2026-08-29,2026-09-18,2026-09-20,150,150,0,248,20,6,159.47,159.47,USD,STANDARD,LOW,IN_TRANSIT,LATE_SHIPMENT
PO-10141,SUP-002,CUS-026,SKU-0064,DAL,2026-08-13,2026-09-25,2026-09-23,40,40,0,4,3,20,48.78,48.78,USD,HIGH,LOW,CONFIRMED,INVENTORY_SHORTAGE
PO-10142,SUP-004,CUS-022,SKU-0021,LAX,2026-08-07,2026-09-19,2026-09-17,40,33,0,248,5,5,71.3,71.3,USD,HIGH,MEDIUM,IN_TRANSIT,QUANTITY_SHORTFALL
PO-10143,SUP-011,CUS-006,SKU-0052,PHX,2026-08-14,2026-09-25,2026-09-24,40,40,0,100,15,15,117.28,107.23,USD,STANDARD,LOW,CONFIRMED,PRICE_MISMATCH
PO-10144,SUP-019,CUS-001,SKU-0034,ATL,2026-08-22,2026-09-17,,100,100,0,140,3,19,78.05,78.05,USD,HIGH,LOW,CONFIRMED,DATA_QUALITY
PO-10145,SUP-010,CUS-024,SKU-0079,DAL,2026-08-20,2026-09-23,2026-09-22,150,150,0,209,15,9,35.24,35.24,USD,CRITICAL,MEDIUM,CONFIRMED,NO_EXCEPTION
PO-10146,SUP-007,CUS-049,SKU-0032,PHX,2026-08-09,2026-09-24,2026-09-21,250,250,0,410,11,7,132.7,132.7,USD,STANDARD,LOW,IN_TRANSIT,NO_EXCEPTION
PO-10147,SUP-006,CUS-021,SKU-0067,LAX,2026-08-27,2026-09-21,2026-09-21,150,150,0,349,6,20,132.51,132.51,USD,STANDARD,HIGH,OPEN,NO_EXCEPTION
PO-10148,SUP-019,CUS-004,SKU-0072,LAX,2026-08-31,2026-09-20,2026-09-25,100,100,0,310,0,17,104.38,104.38,USD,HIGH,LOW,IN_TRANSIT,LATE_SHIPMENT
PO-10149,SUP-003,CUS-035,SKU-0008,PHX,2026-09-04,2026-09-12,2026-09-09,150,150,0,46,41,18,106.3,106.3,USD,STANDARD,LOW,IN_TRANSIT,INVENTORY_SHORTAGE
PO-10150,SUP-013,CUS-025,SKU-0011,DAL,2026-08-15,2026-09-19,2026-09-17,60,35,0,115,5,17,209.75,209.75,USD,STANDARD,LOW,OPEN,QUANTITY_SHORTFALL
PO-10151,SUP-018,CUS-028,SKU-0069,LAX,2026-08-20,2026-09-19,2026-09-18,20,20,0,108,14,16,192.38,164.25,USD,STANDARD,MEDIUM,OPEN,PRICE_MISMATCH
PO-10152,SUP-014,CUS-040,SKU-0003,DAL,2026-09-01,2026-09-12,,250,250,0,292,3,6,195.8,195.8,USD,CRITICAL,LOW,OPEN,DATA_QUALITY
PO-10153,SUP-007,CUS-049,SKU-0008,DAL,2026-08-14,2026-09-19,2026-09-17,20,20,0,104,18,15,62.37,62.37,USD,HIGH,LOW,CONFIRMED,NO_EXCEPTION
PO-10154,SUP-002,CUS-036,SKU-0076,DAL,2026-08-25,2026-09-18,2026-09-15,40,40,0,207,15,6,77.72,77.72,USD,HIGH,HIGH,IN_TRANSIT,NO_EXCEPTION
PO-10155,SUP-013,CUS-012,SKU-0069,LAX,2026-08-13,2026-09-18,2026-09-17,60,60,0,302,7,14,42.62,42.62,USD,STANDARD,HIGH,OPEN,NO_EXCEPTION
PO-10156,SUP-005,CUS-025,SKU-0032,ATL,2026-08-13,2026-09-18,2026-09-28,150,150,0,259,20,7,137.29,137.29,USD,CRITICAL,MEDIUM,OPEN,LATE_SHIPMENT
PO-10157,SUP-020,CUS-039,SKU-0006,PHX,2026-08-27,2026-09-12,2026-09-11,250,250,0,38,0,11,70.28,70.28,USD,CRITICAL,LOW,CONFIRMED,INVENTORY_SHORTAGE
PO-10158,SUP-016,CUS-016,SKU-0078,DAL,2026-09-01,2026-09-23,2026-09-20,40,22,0,126,17,15,239.9,239.9,USD,HIGH,HIGH,CONFIRMED,QUANTITY_SHORTFALL
PO-10159,SUP-017,CUS-032,SKU-0060,PHX,2026-08-17,2026-09-16,2026-09-13,250,250,0,469,10,11,71.87,68.68,USD,HIGH,MEDIUM,CONFIRMED,PRICE_MISMATCH
PO-10160,,CUS-036,SKU-0075,LAX,2026-08-25,2026-09-23,2026-09-21,500,500,0,564,6,15,41.85,41.85,USD,STANDARD,HIGH,IN_TRANSIT,DATA_QUALITY
PO-10161,SUP-016,CUS-047,SKU-0063,LAX,2026-08-18,2026-09-16,2026-09-15,100,100,0,312,11,10,185.1,185.1,USD,STANDARD,HIGH,OPEN,NO_EXCEPTION
PO-10162,SUP-003,CUS-043,SKU-0007,PHX,2026-09-05,2026-09-20,2026-09-17,150,150,0,210,20,12,15.85,15.85,USD,STANDARD,LOW,OPEN,NO_EXCEPTION
PO-10163,SUP-020,CUS-041,SKU-0079,LAX,2026-08-07,2026-09-19,2026-09-16,40,40,0,69,0,18,94.58,94.58,USD,STANDARD,LOW,IN_TRANSIT,NO_EXCEPTION
PO-10164,SUP-001,CUS-033,SKU-0056,DAL,2026-08-22,2026-09-20,2026-09-30,250,250,0,299,16,9,234.78,234.78,USD,STANDARD,LOW,IN_TRANSIT,LATE_SHIPMENT
PO-10165,SUP-003,CUS-024,SKU-0052,LAX,2026-08-17,2026-09-16,2026-09-15,60,60,0,12,6,17,192.43,192.43,USD,STANDARD,LOW,OPEN,INVENTORY_SHORTAGE
PO-10166,SUP-006,CUS-006,SKU-0064,LAX,2026-08-09,2026-09-12,2026-09-10,150,77,0,319,3,6,155.73,155.73,USD,STANDARD,LOW,IN_TRANSIT,QUANTITY_SHORTFALL
PO-10167,SUP-009,CUS-035,SKU-0073,PHX,2026-08-22,2026-09-12,2026-09-11,100,100,0,342,10,5,256.86,222.4,USD,STANDARD,LOW,IN_TRANSIT,PRICE_MISMATCH
PO-10168,SUP-019,CUS-025,,ATL,2026-08-20,2026-09-14,2026-09-11,20,20,0,238,4,7,138.84,138.84,USD,HIGH,LOW,OPEN,DATA_QUALITY
PO-10169,SUP-020,CUS-039,SKU-0051,ATL,2026-09-04,2026-09-17,2026-09-17,40,40,0,227,8,19,148.4,148.4,USD,CRITICAL,LOW,CONFIRMED,NO_EXCEPTION
PO-10170,SUP-019,CUS-043,SKU-0049,PHX,2026-08-15,2026-09-18,2026-09-16,150,150,0,379,7,7,51.09,51.09,USD,STANDARD,MEDIUM,OPEN,NO_EXCEPTION
PO-10171,SUP-012,CUS-007,SKU-0012,PHX,2026-08-30,2026-09-23,2026-09-21,100,100,0,238,11,13,98.39,98.39,USD,STANDARD,LOW,OPEN,NO_EXCEPTION
PO-10172,SUP-017,CUS-027,SKU-0014,PHX,2026-08-12,2026-09-19,2026-09-25,40,40,0,155,17,7,137.22,137.22,USD,HIGH,HIGH,OPEN,LATE_SHIPMENT
PO-10173,SUP-018,CUS-016,SKU-0074,DAL,2026-08-15,2026-09-24,2026-09-21,100,100,0,9,1,10,27.65,27.65,USD,HIGH,MEDIUM,CONFIRMED,INVENTORY_SHORTAGE
PO-10174,SUP-003,CUS-024,SKU-0033,DAL,2026-08-22,2026-09-18,2026-09-15,100,80,0,277,19,11,77.54,77.54,USD,CRITICAL,LOW,OPEN,QUANTITY_SHORTFALL
PO-10175,SUP-013,CUS-022,SKU-0057,ATL,2026-08-14,2026-09-17,2026-09-14,20,20,0,253,20,9,238.33,203.25,USD,HIGH,MEDIUM,IN_TRANSIT,PRICE_MISMATCH
PO-10176,SUP-013,CUS-021,SKU-0038,LAX,2026-08-09,2026-09-17,,40,40,0,148,12,13,49.21,49.21,USD,CRITICAL,MEDIUM,OPEN,DATA_QUALITY
PO-10177,SUP-001,CUS-047,SKU-0060,DAL,2026-08-28,2026-09-22,2026-09-19,40,40,0,269,9,7,186.09,186.09,USD,CRITICAL,HIGH,OPEN,NO_EXCEPTION
PO-10178,SUP-005,CUS-046,SKU-0055,LAX,2026-08-20,2026-09-15,2026-09-15,250,250,0,389,19,20,66.62,66.62,USD,CRITICAL,HIGH,IN_TRANSIT,NO_EXCEPTION
PO-10179,SUP-018,CUS-039,SKU-0011,PHX,2026-08-16,2026-09-23,2026-09-22,20,20,0,213,11,10,215.76,215.76,USD,STANDARD,HIGH,CONFIRMED,NO_EXCEPTION
PO-10180,SUP-009,CUS-015,SKU-0066,DAL,2026-08-12,2026-09-13,2026-09-22,500,500,0,620,12,19,10.45,10.45,USD,STANDARD,MEDIUM,OPEN,LATE_SHIPMENT
PO-10181,SUP-003,CUS-008,SKU-0019,ATL,2026-08-21,2026-09-18,2026-09-16,20,20,0,0,0,19,221.57,221.57,USD,CRITICAL,MEDIUM,CONFIRMED,INVENTORY_SHORTAGE
PO-10182,SUP-004,CUS-002,SKU-0044,PHX,2026-09-04,2026-09-16,2026-09-15,60,46,0,274,7,10,18.37,18.37,USD,STANDARD,MEDIUM,IN_TRANSIT,QUANTITY_SHORTFALL
PO-10183,SUP-006,CUS-012,SKU-0056,LAX,2026-08-25,2026-09-24,2026-09-24,100,100,0,313,19,11,106.11,101.97,USD,CRITICAL,HIGH,CONFIRMED,PRICE_MISMATCH
PO-10184,SUP-003,CUS-037,,DAL,2026-08-26,2026-09-16,2026-09-14,40,40,0,148,6,19,182.54,182.54,USD,STANDARD,MEDIUM,IN_TRANSIT,DATA_QUALITY
PO-10185,SUP-013,CUS-038,SKU-0015,ATL,2026-08-19,2026-09-21,2026-09-19,150,150,0,391,14,10,98.16,98.16,USD,HIGH,LOW,IN_TRANSIT,NO_EXCEPTION
PO-10186,SUP-004,CUS-012,SKU-0048,DAL,2026-08-19,2026-09-13,2026-09-10,40,40,0,172,19,9,63.35,63.35,USD,CRITICAL,HIGH,OPEN,NO_EXCEPTION
PO-10187,SUP-010,CUS-009,SKU-0024,ATL,2026-08-28,2026-09-20,2026-09-17,100,100,0,283,1,16,46.71,46.71,USD,STANDARD,HIGH,OPEN,NO_EXCEPTION
PO-10188,SUP-016,CUS-027,SKU-0063,LAX,2026-08-15,2026-09-20,2026-09-22,40,40,0,190,5,7,125.26,125.26,USD,STANDARD,LOW,CONFIRMED,LATE_SHIPMENT
PO-10189,SUP-015,CUS-037,SKU-0064,PHX,2026-08-25,2026-09-20,2026-09-20,60,60,0,6,3,8,74.97,74.97,USD,STANDARD,HIGH,IN_TRANSIT,INVENTORY_SHORTAGE
PO-10190,SUP-002,CUS-029,SKU-0034,ATL,2026-08-24,2026-09-16,2026-09-16,250,171,0,387,3,12,210.96,210.96,USD,STANDARD,MEDIUM,IN_TRANSIT,QUANTITY_SHORTFALL
PO-10191,SUP-007,CUS-014,SKU-0008,ATL,2026-08-12,2026-09-14,2026-09-12,250,250,0,427,17,10,169.09,150.95,USD,HIGH,MEDIUM,CONFIRMED,PRICE_MISMATCH
PO-10192,SUP-005,CUS-049,SKU-0053,PHX,2026-08-07,2026-09-22,,500,500,0,746,20,9,197.12,197.12,USD,STANDARD,LOW,OPEN,DATA_QUALITY
PO-10193,SUP-013,CUS-032,SKU-0019,ATL,2026-08-24,2026-09-24,2026-09-21,60,60,0,181,14,7,203.7,203.7,USD,STANDARD,HIGH,IN_TRANSIT,NO_EXCEPTION
PO-10194,SUP-012,CUS-030,SKU-0063,ATL,2026-08-22,2026-09-23,2026-09-23,250,250,0,497,2,19,225.23,225.23,USD,HIGH,LOW,IN_TRANSIT,NO_EXCEPTION
PO-10195,SUP-016,CUS-018,SKU-0042,ATL,2026-08-26,2026-09-18,2026-09-16,100,100,0,265,18,9,199.36,199.36,USD,CRITICAL,MEDIUM,IN_TRANSIT,NO_EXCEPTION
PO-10196,SUP-015,CUS-002,SKU-0016,DAL,2026-09-05,2026-09-12,2026-09-18,500,500,0,641,0,18,31.1,31.1,USD,STANDARD,LOW,IN_TRANSIT,LATE_SHIPMENT
PO-10197,SUP-009,CUS-006,SKU-0048,DAL,2026-08-22,2026-09-13,2026-09-13,40,40,0,1,0,5,159.86,159.86,USD,STANDARD,HIGH,IN_TRANSIT,INVENTORY_SHORTAGE
PO-10198,SUP-008,CUS-034,SKU-0057,PHX,2026-08-09,2026-09-13,2026-09-13,40,37,0,243,10,8,38.79,38.79,USD,CRITICAL,LOW,CONFIRMED,QUANTITY_SHORTFALL
PO-10199,SUP-004,CUS-007,SKU-0041,ATL,2026-08-15,2026-09-13,2026-09-11,40,40,0,100,12,9,198.64,177.54,USD,STANDARD,LOW,IN_TRANSIT,PRICE_MISMATCH
PO-10200,SUP-007,CUS-041,SKU-0020,LAX,2026-08-29,2026-09-19,,150,150,0,395,6,7,89.48,89.48,USD,STANDARD,LOW,OPEN,DATA_QUALITY
